"1","2","3","4","5","6","7","8","Metabolite"
0.128956528748792,0.128788645813646,0.129071360536898,0.136536545173707,0.12893299664847,0.0897996660723833,0.128970922850563,0.12894333415554,"X1..1.enyl.oleoyl..GPC..P.18.1...P..nt.ms."
0.129203428379917,0.129068608525177,0.129295489597732,0.134994860766287,0.129184546969526,0.0898452485156549,0.129214975135414,0.129192842110292,"X1..1.enyl.oleoyl..GPE..P.18.1...P..nt.ms."
0.133175383485284,0.132977870623717,0.133310727847117,0.142576653840971,0.133147672502118,0.058459509108492,0.133192337858203,0.133159844734098,"X1..1.enyl.palmitoyl..GPC..P.16.0...P..nt.ms."
0.130107779525165,0.129912542644053,0.130241470146736,0.139218209954631,0.130080397697073,0.080222643362303,0.130124530929292,0.130092425740746,"X1..1.enyl.palmitoyl..GPE..P.16.0...P..nt.ms."
0.128858170187993,0.128717730177596,0.128954180387541,0.135105291957955,0.128838490053392,0.0918087943373155,0.128870207269808,0.1288471356284,"X1..1.enyl.stearoyl..GPC..P.18.0...P..nt.ms."
0.130540175641816,0.130430045498944,0.1306153637233,0.135250457918956,0.130524753462883,0.0815580681282718,0.13054960670272,0.130531528923109,"X1..1.enyl.stearoyl..GPE..P.18.0...P..nt.ms."
0.125126210323736,0.125029491415468,0.125192405932155,0.129568580318394,0.125112649091641,0.119717550506129,0.125134506122826,0.12511860628965,"X1.adrenoyl.GPC..22.4...P..nt.ms."
0.126749532669439,0.126691282012725,0.126789397690519,0.129409367022799,0.126741365425389,0.110119573256465,0.126754528767969,0.126744953154695,"X1.arachidonoyl.GPC..20.4n6...P..nt.ms."
0.125750076044205,0.125742645135387,0.125755231295288,0.126214302816515,0.125749026873959,0.11928851135158,0.125750719019769,0.125749487463297,"X1.arachidonoyl.GPE..20.4n6...P..nt.ms."
0.117941215328338,0.117908409997162,0.117963501917041,0.119137041967525,0.11793663293186,0.173230535542382,0.117944015725572,0.117938646590121,"X1.arachidonoyl.GPI..20.4...P..nt.ms."
0.118148197097368,0.118093271002543,0.118185561403524,0.120243452062172,0.118140519566123,0.170892215912449,0.118152889835607,0.118143893120214,"X1.arachidonylglycerol..20.4...P..nt.ms."
0.129615745833727,0.129542678085965,0.129665507953037,0.132515336472788,0.129605526556644,0.0898231952473914,0.129621993119939,0.129610016730509,"X1.arachidoyl.GPC..20.0...P..nt.ms."
0.129545260383365,0.129505973487716,0.129571941536058,0.130968668372226,0.129539773535426,0.0917775846460303,0.129548613362443,0.129542184676735,"X1.behenoyl.GPC..22.0...P..nt.ms."
0.125856838234512,0.125653340154069,0.125996275794914,0.135519174878219,0.12582828836629,0.109430947729658,0.125874305724085,0.125840829118253,"X1.dihomo.linolenoyl.GPC..20.3n3.or.6...P..nt.ms."
0.127936497150079,0.127809817115253,0.128023136421146,0.133637460387473,0.12791874147067,0.0988004482130367,0.127947357769783,0.12792654147256,"X1.dihomo.linolenoyl.GPE..20.3n3.or.6...P..nt.ms."
0.129822176876338,0.12961355563237,0.129964928962181,0.139335421614384,0.129792928703664,0.0818251428852608,0.129840068312037,0.129805777013765,"X1.dihomo.linoleoyl.GPC..20.2...P..nt.ms."
0.118775991043855,0.118673736850442,0.118845832294656,0.123199297247998,0.118761668611149,0.164190763071414,0.118784750090217,0.118767960790269,"X1.docosahexaenoyl.GPC..22.6...P..nt.ms."
0.111712351781512,0.111622234988241,0.111773901681845,0.115623815809958,0.111699729552967,0.214142620359778,0.11172007102757,0.111705274798129,"X1.docosahexaenoyl.GPE..22.6...P..nt.ms."
0.120431889543626,0.120297758420629,0.120523684101253,0.126580959131231,0.120413083307806,0.150887887174296,0.120443393755354,0.120421344565806,"X1.docosapentaenoyl.GPC..22.5n3...P..nt.ms."
0.121984287023434,0.121886801383679,0.122050990587233,0.126431471970869,0.121970620042106,0.1417065579985,0.12199264722979,0.12197662376439,"X1.docosapentaenoyl.GPC..22.5n6...P..nt.ms."
0.127998772929878,0.12784942330351,0.1281009169599,0.134712879186052,0.127977839779455,0.0973615550889708,0.128011577122218,0.127987035630017,"X1.eicosapentaenoyl.GPC..20.5...P..nt.ms."
0.130303408261355,0.130213874908825,0.130364502674502,0.134065046627917,0.130290873690762,0.0841548402322736,0.130311072938897,0.130296380665469,"X1.eicosapentaenoyl.GPE..20.5...P..nt.ms."
0.127376637549293,0.127254441170023,0.127460009783426,0.1324933469911,0.127359531265791,0.103301888828289,0.127387097578681,0.127367046833398,"X1.eicosenoyl.GPC..20.1...P..nt.ms."
0.129611120501075,0.129559617710666,0.12964633803701,0.131910834801635,0.129603902447517,0.0904455777024978,0.129615535462092,0.129607073337507,"X1.linolenoyl.GPC..18.3...P..nt.ms."
0.128062395798369,0.128024196275985,0.128088418872764,0.129588717216587,0.128057052401189,0.102054156797265,0.128065662472379,0.128059400165462,"X1.linoleoyl.GPC..18.2...P..nt.ms."
0.131644737158049,0.131687544505731,0.131615439059986,0.129666673320169,0.131650739314457,0.0804456985015173,0.131641065460776,0.131648102679315,"X1.linoleoyl.GPE..18.2...P..nt.ms."
0.119813462607392,0.119778179621285,0.119837338995055,0.120928795490976,0.119808543890352,0.160206506701475,0.119816466960469,0.119810705732997,"X1.linoleoyl.GPI..18.2...P..nt.ms."
0.120979219085687,0.120984207282898,0.120975577544351,0.120331604399733,0.120979942296052,0.153791050981205,0.120978772851109,0.120979625558965,"X1.linoleoylglycerol..18.2...P..nt.ms."
