metabolite,platform_name,super_pathway,sub_pathway,significant_any_challenge,significant_fasting_pat_oltt,challenge_time,challenge,mean_response,log2_foldchange,p_value,neg_log10_p_value,abs_log2_foldchange
3-methyl-2-oxobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,60,PAT,1.05108333333333,0.241253333333334,7.65715941298415e-07,6.11593231131553,0.241253333333334
3-methyl-2-oxobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,90,PAT,1.03566666666667,0.225836666666667,7.65715941298415e-07,6.11593231131553,0.225836666666667
3-methyl-2-oxobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,120,PAT,1.03651666666667,0.226686666666667,7.65715941298415e-07,6.11593231131553,0.226686666666667
3-methyl-2-oxobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,0,OLTT,1.00243666666667,0,3.04660152824028e-06,5.51618434439991,0
3-methyl-2-oxobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,30,OLTT,0.97978,-0.0226566666666669,3.04660152824028e-06,5.51618434439991,0.0226566666666669
3-methyl-2-oxobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,60,OLTT,1.02499,0.022553333333333,3.04660152824028e-06,5.51618434439991,0.022553333333333
3-methyl-2-oxobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,90,OLTT,0.95119,-0.0512466666666669,3.04660152824028e-06,5.51618434439991,0.0512466666666669
3-methyl-2-oxobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,120,OLTT,0.950343333333333,-0.0520933333333336,3.04660152824028e-06,5.51618434439991,0.0520933333333336
3-methyl-2-oxobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,180,OLTT,0.9731,-0.0293366666666667,3.04660152824028e-06,5.51618434439991,0.0293366666666667
3-methyl-2-oxobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,240,OLTT,0.94077,-0.0616666666666666,3.04660152824028e-06,5.51618434439991,0.0616666666666666
3-methyl-2-oxobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,300,OLTT,0.99562,-0.0068166666666668,3.04660152824028e-06,5.51618434439991,0.0068166666666668
3-methyl-2-oxobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,360,OLTT,1.09026,0.0878233333333331,3.04660152824028e-06,5.51618434439991,0.0878233333333331
3-methyl-2-oxobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,420,OLTT,1.13899,0.136553333333333,3.04660152824028e-06,5.51618434439991,0.136553333333333
3-methyl-2-oxobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,480,OLTT,1.16387333333333,0.161436666666666,3.04660152824028e-06,5.51618434439991,0.161436666666666
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,0,Fasting,0.90267,0,9.80155895157669e-25,24.0087048436726,0
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,120,Fasting,0.837596666666667,-0.0650733333333335,9.80155895157669e-25,24.0087048436726,0.0650733333333335
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,240,Fasting,0.886870225,-0.0157997750000004,9.80155895157669e-25,24.0087048436726,0.0157997750000004
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,360,Fasting,0.942355483333333,0.0396854833333329,9.80155895157669e-25,24.0087048436726,0.0396854833333329
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,480,Fasting,0.997153333333333,0.094483333333333,9.80155895157669e-25,24.0087048436726,0.094483333333333
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,600,Fasting,1.02007333333333,0.117403333333333,9.80155895157669e-25,24.0087048436726,0.117403333333333
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,720,Fasting,1.18046333333333,0.277793333333333,9.80155895157669e-25,24.0087048436726,0.277793333333333
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,840,Fasting,1.28379,0.38112,9.80155895157669e-25,24.0087048436726,0.38112
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,960,Fasting,1.29174,0.38907,9.80155895157669e-25,24.0087048436726,0.38907
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,1920,Fasting,1.45397333333333,0.551303333333333,9.80155895157669e-25,24.0087048436726,0.551303333333333
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,0,PAT,0.788846666666667,0,1.33555072952778e-19,18.8743396110978,0
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,15,PAT,0.940343333333333,0.151496666666667,1.33555072952778e-19,18.8743396110978,0.151496666666667
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,30,PAT,1.07865750833333,0.289810841666667,1.33555072952778e-19,18.8743396110978,0.289810841666667
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,45,PAT,1.25716666666667,0.46832,1.33555072952778e-19,18.8743396110978,0.46832
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,60,PAT,1.05661333333333,0.267766666666667,1.33555072952778e-19,18.8743396110978,0.267766666666667
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,90,PAT,0.964046666666667,0.1752,1.33555072952778e-19,18.8743396110978,0.1752
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,120,PAT,0.947503333333333,0.158656666666667,1.33555072952778e-19,18.8743396110978,0.158656666666667
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,0,OLTT,1.05292666666667,0,1.10425552030415e-13,12.9569304209746,0
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,30,OLTT,1.12001333333333,0.0670866666666665,1.10425552030415e-13,12.9569304209746,0.0670866666666665
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,60,OLTT,1.15158,0.098653333333333,1.10425552030415e-13,12.9569304209746,0.098653333333333
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,90,OLTT,1.07281,0.019883333333333,1.10425552030415e-13,12.9569304209746,0.019883333333333
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,120,OLTT,1.07351,0.0205833333333332,1.10425552030415e-13,12.9569304209746,0.0205833333333332
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,180,OLTT,0.928576666666667,-0.12435,1.10425552030415e-13,12.9569304209746,0.12435
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,240,OLTT,0.91843,-0.134496666666667,1.10425552030415e-13,12.9569304209746,0.134496666666667
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,300,OLTT,0.9615,-0.0914266666666669,1.10425552030415e-13,12.9569304209746,0.0914266666666669
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,360,OLTT,1.08400333333333,0.0310766666666664,1.10425552030415e-13,12.9569304209746,0.0310766666666664
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,420,OLTT,1.17729333333333,0.124366666666667,1.10425552030415e-13,12.9569304209746,0.124366666666667
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",TRUE,TRUE,480,OLTT,1.27560666666667,0.22268,1.10425552030415e-13,12.9569304209746,0.22268
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,0,Fasting,0.995403333333333,0,0.00319429449832636,2.49562504652501,0
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,120,Fasting,1.01122,0.0158166666666667,0.00319429449832636,2.49562504652501,0.0158166666666667
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,240,Fasting,1.00893729166667,0.0135339583333335,0.00319429449832636,2.49562504652501,0.0135339583333335
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,360,Fasting,1.04920385833333,0.0538005250000001,0.00319429449832636,2.49562504652501,0.0538005250000001
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,480,Fasting,1.01627666666667,0.0208733333333334,0.00319429449832636,2.49562504652501,0.0208733333333334
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,600,Fasting,1.01813666666667,0.0227333333333334,0.00319429449832636,2.49562504652501,0.0227333333333334
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,720,Fasting,1.03854,0.0431366666666667,0.00319429449832636,2.49562504652501,0.0431366666666667
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,840,Fasting,1.0767,0.0812966666666667,0.00319429449832636,2.49562504652501,0.0812966666666667
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,960,Fasting,1.10688,0.111476666666667,0.00319429449832636,2.49562504652501,0.111476666666667
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,1920,Fasting,1.12795666666667,0.132553333333333,0.00319429449832636,2.49562504652501,0.132553333333333
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,0,PAT,0.970996666666667,0,0.232335547937458,0.633884336941163,0
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,15,PAT,0.98321,0.0122133333333334,0.232335547937458,0.633884336941163,0.0122133333333334
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,30,PAT,1.01705690833333,0.0460602416666666,0.232335547937458,0.633884336941163,0.0460602416666666
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,45,PAT,1.05972333333333,0.0887266666666667,0.232335547937458,0.633884336941163,0.0887266666666667
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,60,PAT,1.04604333333333,0.0750466666666668,0.232335547937458,0.633884336941163,0.0750466666666668
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,90,PAT,1.05716333333333,0.0861666666666666,0.232335547937458,0.633884336941163,0.0861666666666666
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,120,PAT,1.01949333333333,0.048496666666667,0.232335547937458,0.633884336941163,0.048496666666667
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,0,OLTT,1.05203,0,0.0992600665333184,1.00322543803409,0
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,30,OLTT,1.06581,0.0137800000000003,0.0992600665333184,1.00322543803409,0.0137800000000003
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,60,OLTT,1.01902333333333,-0.0330066666666666,0.0992600665333184,1.00322543803409,0.0330066666666666
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,90,OLTT,1.0209,-0.0311299999999999,0.0992600665333184,1.00322543803409,0.0311299999999999
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,120,OLTT,1.07356666666667,0.021536666666667,0.0992600665333184,1.00322543803409,0.021536666666667
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,180,OLTT,1.04534666666667,-0.00668333333333315,0.0992600665333184,1.00322543803409,0.00668333333333315
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,240,OLTT,1.00265,-0.0493799999999998,0.0992600665333184,1.00322543803409,0.0493799999999998
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,300,OLTT,1.05326,0.00123000000000029,0.0992600665333184,1.00322543803409,0.00123000000000029
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,360,OLTT,1.01829,-0.0337399999999997,0.0992600665333184,1.00322543803409,0.0337399999999997
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,420,OLTT,1.02603666666667,-0.0259933333333331,0.0992600665333184,1.00322543803409,0.0259933333333331
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",FALSE,FALSE,480,OLTT,0.978973333333333,-0.0730566666666663,0.0992600665333184,1.00322543803409,0.0730566666666663
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,0,Fasting,1.08962666666667,0,0.000207541625551356,3.6828947860157,0
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,120,Fasting,1.05971333333333,-0.0299133333333335,0.000207541625551356,3.6828947860157,0.0299133333333335
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,240,Fasting,1.124989025,0.0353623583333333,0.000207541625551356,3.6828947860157,0.0353623583333333
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,360,Fasting,1.12257788333333,0.0329512166666668,0.000207541625551356,3.6828947860157,0.0329512166666668
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,480,Fasting,1.10733666666667,0.0177099999999999,0.000207541625551356,3.6828947860157,0.0177099999999999
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,600,Fasting,1.11415,0.024523333333333,0.000207541625551356,3.6828947860157,0.024523333333333
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,720,Fasting,1.05312666666667,-0.0365,0.000207541625551356,3.6828947860157,0.0365
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,840,Fasting,1.06768,-0.0219466666666668,0.000207541625551356,3.6828947860157,0.0219466666666668
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,960,Fasting,0.98518,-0.104446666666667,0.000207541625551356,3.6828947860157,0.104446666666667
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,1920,Fasting,0.86941,-0.220216666666667,0.000207541625551356,3.6828947860157,0.220216666666667
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,0,PAT,0.981483333333333,0,0.0193072074367538,1.71428053732948,0
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,15,PAT,1.04646,0.0649766666666669,0.0193072074367538,1.71428053732948,0.0649766666666669
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,30,PAT,1.08767539166667,0.106192058333334,0.0193072074367538,1.71428053732948,0.106192058333334
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,45,PAT,1.17312,0.191636666666667,0.0193072074367538,1.71428053732948,0.191636666666667
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,60,PAT,1.10700333333333,0.12552,0.0193072074367538,1.71428053732948,0.12552
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,90,PAT,1.08733666666667,0.105853333333333,0.0193072074367538,1.71428053732948,0.105853333333333
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,120,PAT,1.10237666666667,0.120893333333334,0.0193072074367538,1.71428053732948,0.120893333333334
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,0,OLTT,0.989236666666667,0,0.00309157394354298,2.50982036168697,0
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,30,OLTT,1.03672333333333,0.0474866666666667,0.00309157394354298,2.50982036168697,0.0474866666666667
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,60,OLTT,1.0716,0.0823633333333333,0.00309157394354298,2.50982036168697,0.0823633333333333
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,90,OLTT,1.033476075,0.0442394083333331,0.00309157394354298,2.50982036168697,0.0442394083333331
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,120,OLTT,1.02295333333333,0.0337166666666666,0.00309157394354298,2.50982036168697,0.0337166666666666
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,180,OLTT,0.99333,0.00409333333333339,0.00309157394354298,2.50982036168697,0.00409333333333339
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,240,OLTT,1.02382666666667,0.0345899999999999,0.00309157394354298,2.50982036168697,0.0345899999999999
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,300,OLTT,0.989953333333333,0.000716666666666588,0.00309157394354298,2.50982036168697,0.000716666666666588
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,360,OLTT,0.964243333333333,-0.0249933333333333,0.00309157394354298,2.50982036168697,0.0249933333333333
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,420,OLTT,0.94362,-0.0456166666666669,0.00309157394354298,2.50982036168697,0.0456166666666669
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,FALSE,FALSE,480,OLTT,0.91396,-0.0752766666666669,0.00309157394354298,2.50982036168697,0.0752766666666669
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,0,Fasting,2.45626,0,7.97402868472517e-52,51.0983222063968,0
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,120,Fasting,2.18627333333333,-0.269986666666667,7.97402868472517e-52,51.0983222063968,0.269986666666667
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,240,Fasting,1.95629023333333,-0.499969766666666,7.97402868472517e-52,51.0983222063968,0.499969766666666
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,360,Fasting,1.661979825,-0.794280175,7.97402868472517e-52,51.0983222063968,0.794280175
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,480,Fasting,1.64934333333333,-0.806916666666667,7.97402868472517e-52,51.0983222063968,0.806916666666667
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,600,Fasting,1.53594,-0.92032,7.97402868472517e-52,51.0983222063968,0.92032
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,720,Fasting,1.43681666666667,-1.01944333333333,7.97402868472517e-52,51.0983222063968,1.01944333333333
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,840,Fasting,1.29359666666667,-1.16266333333333,7.97402868472517e-52,51.0983222063968,1.16266333333333
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,960,Fasting,1.19790333333333,-1.25835666666667,7.97402868472517e-52,51.0983222063968,1.25835666666667
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,1920,Fasting,0.86654,-1.58972,7.97402868472517e-52,51.0983222063968,1.58972
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,0,PAT,1.43362666666667,0,0.116922946316108,0.932100249483726,0
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,15,PAT,1.42128666666667,-0.0123400000000002,0.116922946316108,0.932100249483726,0.0123400000000002
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,30,PAT,1.40539245,-0.0282342166666665,0.116922946316108,0.932100249483726,0.0282342166666665
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,45,PAT,1.35905,-0.0745766666666667,0.116922946316108,0.932100249483726,0.0745766666666667
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,60,PAT,1.34374333333333,-0.0898833333333336,0.116922946316108,0.932100249483726,0.0898833333333336
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,90,PAT,1.39707333333333,-0.036553333333333,0.116922946316108,0.932100249483726,0.036553333333333
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,120,PAT,1.36206,-0.0715666666666663,0.116922946316108,0.932100249483726,0.0715666666666663
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,0,OLTT,0.982413333333333,0,7.04726472952414e-28,27.1519794139842,0
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,30,OLTT,0.96062,-0.0217933333333333,7.04726472952414e-28,27.1519794139842,0.0217933333333333
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,60,OLTT,0.95248,-0.0299333333333337,7.04726472952414e-28,27.1519794139842,0.0299333333333337
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,90,OLTT,0.901446666666667,-0.0809666666666669,7.04726472952414e-28,27.1519794139842,0.0809666666666669
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,120,OLTT,0.906503333333333,-0.07591,7.04726472952414e-28,27.1519794139842,0.07591
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,180,OLTT,0.816073333333333,-0.16634,7.04726472952414e-28,27.1519794139842,0.16634
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,240,OLTT,0.76586,-0.216553333333334,7.04726472952414e-28,27.1519794139842,0.216553333333334
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,300,OLTT,0.73564,-0.246773333333334,7.04726472952414e-28,27.1519794139842,0.246773333333334
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,360,OLTT,0.692346666666667,-0.290066666666667,7.04726472952414e-28,27.1519794139842,0.290066666666667
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,420,OLTT,0.665083333333333,-0.31733,7.04726472952414e-28,27.1519794139842,0.31733
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,TRUE,FALSE,480,OLTT,0.65423,-0.328183333333334,7.04726472952414e-28,27.1519794139842,0.328183333333334
3-methylxanthine,Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,0,Fasting,0.495813333333333,0,5.20894612402164e-17,16.2832501344393,0
