super_pathway,sub_pathway,challenge,metabolite,platform_name,abs_log2_foldchange,neg_log10_p_value,type
Peptides,Dipeptide Derivative,PAT,n-acetylcarnosine,Metabolon HD4 [nt-ms],0.24233355149274,0.576636895885775,Top by -log10(p_value)
Peptides,Dipeptide Derivative,PAT,n-acetylcarnosine,Metabolon HD4 [nt-ms],0.037563338686267,0.576636895885775,Top by -log10(p_value)
Peptides,Dipeptide Derivative,PAT,n-acetylcarnosine,Metabolon HD4 [nt-ms],0,0.576636895885775,Top by -log10(p_value)
Lipids,"Fatty Acid, Amino",PAT,2-aminoheptanoate,Metabolon HD4 [nt-ms],0.306632463991025,0.530381385792218,Top by -log10(p_value)
Lipids,"Fatty Acid, Amino",PAT,2-aminoheptanoate,Metabolon HD4 [nt-ms],0.168100978699993,0.530381385792218,Top by -log10(p_value)
Lipids,"Fatty Acid, Amino",PAT,2-aminoheptanoate,Metabolon HD4 [nt-ms],0,0.530381385792218,Top by -log10(p_value)
Amino Acids,Guanidino and Acetamido Metabolism,PAT,1-methylguanidine,Metabolon HD4 [nt-ms],0.260202722999901,0.443707643323687,Top by -log10(p_value)
Amino Acids,Guanidino and Acetamido Metabolism,PAT,1-methylguanidine,Metabolon HD4 [nt-ms],0.0549538876631921,0.443707643323687,Top by -log10(p_value)
Amino Acids,Guanidino and Acetamido Metabolism,PAT,1-methylguanidine,Metabolon HD4 [nt-ms],0,0.443707643323687,Top by -log10(p_value)
Lipids,"Fatty Acid, Dicarboxylate",PAT,azelate (nonanedioate),Metabolon HD4 [nt-ms],0.095217385119842,0.390059509210478,Top by -log10(p_value)
Lipids,"Fatty Acid, Dicarboxylate",PAT,azelate (nonanedioate),Metabolon HD4 [nt-ms],0.0123330370938668,0.390059509210478,Top by -log10(p_value)
Lipids,"Fatty Acid, Dicarboxylate",PAT,azelate (nonanedioate),Metabolon HD4 [nt-ms],0,0.390059509210478,Top by -log10(p_value)
Lipids,"Fatty Acid, Amino",OLTT,2-aminoheptanoate,Metabolon HD4 [nt-ms],0.0399741430454552,0.383813357601146,Top by -log10(p_value)
Lipids,"Fatty Acid, Amino",OLTT,2-aminoheptanoate,Metabolon HD4 [nt-ms],0.00752205983745102,0.383813357601146,Top by -log10(p_value)
Lipids,"Fatty Acid, Amino",OLTT,2-aminoheptanoate,Metabolon HD4 [nt-ms],0,0.383813357601146,Top by -log10(p_value)
Nucleotides,"Pyrimidine Metabolism, Orotate containing",OLTT,dihydroorotate,Metabolon HD4 [nt-ms],0.0373194468796067,0.298213369750695,Top by -log10(p_value)
Nucleotides,"Pyrimidine Metabolism, Orotate containing",OLTT,dihydroorotate,Metabolon HD4 [nt-ms],0.00439113963565191,0.298213369750695,Top by -log10(p_value)
Nucleotides,"Pyrimidine Metabolism, Orotate containing",OLTT,dihydroorotate,Metabolon HD4 [nt-ms],0,0.298213369750695,Top by -log10(p_value)
Lipids,Monoacylglycerol,Fasting,1-linoleoylglycerol (18:2),Metabolon HD4 [nt-ms],0.288944284724228,0.249738566636682,Top by -log10(p_value)
Lipids,Monoacylglycerol,Fasting,1-linoleoylglycerol (18:2),Metabolon HD4 [nt-ms],0.0257801598843052,0.249738566636682,Top by -log10(p_value)
Lipids,Monoacylglycerol,Fasting,1-linoleoylglycerol (18:2),Metabolon HD4 [nt-ms],0,0.249738566636682,Top by -log10(p_value)
Lipids,"Fatty Acid, Monohydroxy",Fasting,2-hydroxydecanoate,Metabolon HD4 [nt-ms],0.0489132253748954,0.05745285397459,Top by -log10(p_value)
Lipids,"Fatty Acid, Monohydroxy",Fasting,2-hydroxydecanoate,Metabolon HD4 [nt-ms],0.0419780788402913,0.05745285397459,Top by -log10(p_value)
Lipids,"Fatty Acid, Monohydroxy",Fasting,2-hydroxydecanoate,Metabolon HD4 [nt-ms],0,0.05745285397459,Top by -log10(p_value)
