metabolite,platform,super_pathway,sub_pathway,significant_OGTT_OLTT_SLD,challenge_time,challenge,mean_response,log2_foldchange,p_value,neg_log10_p_value,abs_log2_foldchange
C14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,45,ogtt,-5.97448172359282,-0.461773021389033,1.79716720022488e-14,13.7454115162371,0.461773021389033
C14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,60,ogtt,-6.19782468825801,-0.685115986054228,1.79716720022488e-14,13.7454115162371,0.685115986054228
C14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,90,ogtt,-6.34772458135319,-0.835015879149403,1.79716720022488e-14,13.7454115162371,0.835015879149403
C14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,120,ogtt,-6.39228884142219,-0.879580139218404,1.79716720022488e-14,13.7454115162371,0.879580139218404
C14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,180,ogtt,-6.31035359394203,-0.797644891738247,1.79716720022488e-14,13.7454115162371,0.797644891738247
C14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,240,ogtt,-5.85803328971432,-0.345324587510535,1.79716720022488e-14,13.7454115162371,0.345324587510535
C14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,0,oltt,-5.1213621932458,0,2.42016473380612e-10,9.61615507180963,0
C14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,30,oltt,-5.16670685344569,-0.0453446601998921,2.42016473380612e-10,9.61615507180963,0.0453446601998921
C14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,60,oltt,-5.39931763341298,-0.277955440167176,2.42016473380612e-10,9.61615507180963,0.277955440167176
C14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,90,oltt,-5.52667574994183,-0.40531355669603,2.42016473380612e-10,9.61615507180963,0.40531355669603
C14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,120,oltt,-5.65075709059603,-0.529394897350228,2.42016473380612e-10,9.61615507180963,0.529394897350228
C14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,180,oltt,-5.31626436101544,-0.19490216776964,2.42016473380612e-10,9.61615507180963,0.19490216776964
C14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,240,oltt,-4.80165282066024,0.319709372585566,2.42016473380612e-10,9.61615507180963,0.319709372585566
C14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,0,sld,-5.85803328971432,0,2.51324050448131e-15,14.5997659496202,0
C14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,60,sld,-6.3537177032567,-0.49568441354238,2.51324050448131e-15,14.5997659496202,0.49568441354238
C14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,120,sld,-6.80909019620814,-0.951056906493819,2.51324050448131e-15,14.5997659496202,0.951056906493819
C14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,180,sld,-6.65827659357559,-0.800243303861275,2.51324050448131e-15,14.5997659496202,0.800243303861275
C14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,240,sld,-5.86313978226676,-0.00510649255244466,2.51324050448131e-15,14.5997659496202,0.00510649255244466
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,0,ogtt,-3.39150036744927,0,2.04139741803923e-11,10.6900724388607,0
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,15,ogtt,-3.39136312189596,0.000137245553310628,2.04139741803923e-11,10.6900724388607,0.000137245553310628
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,30,ogtt,-3.41996018870303,-0.0284598212537617,2.04139741803923e-11,10.6900724388607,0.0284598212537617
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,45,ogtt,-3.43023675425462,-0.038736386805355,2.04139741803923e-11,10.6900724388607,0.038736386805355
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,60,ogtt,-3.47931626894439,-0.0878159014951185,2.04139741803923e-11,10.6900724388607,0.0878159014951185
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,90,ogtt,-3.55552032322274,-0.164019955773469,2.04139741803923e-11,10.6900724388607,0.164019955773469
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,120,ogtt,-3.59536790341548,-0.203867535966212,2.04139741803923e-11,10.6900724388607,0.203867535966212
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,180,ogtt,-3.71630296759085,-0.324802600141577,2.04139741803923e-11,10.6900724388607,0.324802600141577
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,240,ogtt,-3.66762466514793,-0.276124297698665,2.04139741803923e-11,10.6900724388607,0.276124297698665
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,0,oltt,-3.50603002016797,0,9.18350088208706e-16,15.0369917279563,0
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,30,oltt,-3.36830135321554,0.137728666952426,9.18350088208706e-16,15.0369917279563,0.137728666952426
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,60,oltt,-3.43734327830812,0.0686867418598491,9.18350088208706e-16,15.0369917279563,0.0686867418598491
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,90,oltt,-3.57006534654243,-0.0640353263744626,9.18350088208706e-16,15.0369917279563,0.0640353263744626
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,120,oltt,-3.63357679775827,-0.127546777590303,9.18350088208706e-16,15.0369917279563,0.127546777590303
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,180,oltt,-3.80395221067346,-0.297922190505489,9.18350088208706e-16,15.0369917279563,0.297922190505489
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,240,oltt,-3.79279659929893,-0.286766579130964,9.18350088208706e-16,15.0369917279563,0.286766579130964
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,0,sld,-3.66762466514793,0,9.69886602448167e-12,11.0132790397646,0
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,60,sld,-3.60475664641892,0.0628680187290107,9.69886602448167e-12,11.0132790397646,0.0628680187290107
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,120,sld,-3.80589451243468,-0.138269847286747,9.69886602448167e-12,11.0132790397646,0.138269847286747
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,180,sld,-4.00657025730098,-0.338945592153047,9.69886602448167e-12,11.0132790397646,0.338945592153047
C16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,240,sld,-3.91839752617575,-0.25077286102782,9.69886602448167e-12,11.0132790397646,0.25077286102782
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,0,ogtt,-3.42726931722821,0,2.95428147772868e-12,11.5295481283875,0
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,15,ogtt,-3.40991587352128,0.017353443706932,2.95428147772868e-12,11.5295481283875,0.017353443706932
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,30,ogtt,-3.49647245625777,-0.0692031390295598,2.95428147772868e-12,11.5295481283875,0.0692031390295598
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,45,ogtt,-3.52869654274763,-0.101427225519417,2.95428147772868e-12,11.5295481283875,0.101427225519417
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,60,ogtt,-3.66882959061253,-0.24156027338432,2.95428147772868e-12,11.5295481283875,0.24156027338432
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,90,ogtt,-3.80496602807936,-0.377696710851148,2.95428147772868e-12,11.5295481283875,0.377696710851148
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,120,ogtt,-3.81468069319272,-0.387411375964507,2.95428147772868e-12,11.5295481283875,0.387411375964507
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,180,ogtt,-3.79800127778935,-0.370731960561139,2.95428147772868e-12,11.5295481283875,0.370731960561139
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,240,ogtt,-3.6809752257255,-0.253705908497289,2.95428147772868e-12,11.5295481283875,0.253705908497289
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,0,oltt,-3.12055219335129,0,4.78855069937445e-07,6.31979591007295,0
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,30,oltt,-3.02506311942211,0.095489073929182,4.78855069937445e-07,6.31979591007295,0.095489073929182
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,60,oltt,-3.1293737613371,-0.00882156798580525,4.78855069937445e-07,6.31979591007295,0.00882156798580525
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,90,oltt,-3.24426020508402,-0.123708011732726,4.78855069937445e-07,6.31979591007295,0.123708011732726
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,120,oltt,-3.2896910588668,-0.169138865515511,4.78855069937445e-07,6.31979591007295,0.169138865515511
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,180,oltt,-3.29133401887442,-0.170781825523127,4.78855069937445e-07,6.31979591007295,0.170781825523127
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,240,oltt,-3.0339712320515,0.0865809612997928,4.78855069937445e-07,6.31979591007295,0.0865809612997928
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,0,sld,-3.6809752257255,0,2.09453982647382e-06,5.6789113773637,0
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,60,sld,-3.63303033409559,0.0479448916299115,2.09453982647382e-06,5.6789113773637,0.0479448916299115
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,120,sld,-3.75291369594617,-0.0719384702206707,2.09453982647382e-06,5.6789113773637,0.0719384702206707
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,180,sld,-3.73864150557375,-0.0576662798482484,2.09453982647382e-06,5.6789113773637,0.0576662798482484
C18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,240,sld,-3.44762709058228,0.233348135143224,2.09453982647382e-06,5.6789113773637,0.233348135143224
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,0,ogtt,2.49830139236732,0,1.25030909860194e-19,18.9029826084139,0
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,15,ogtt,2.54732432222978,0.0490229298624629,1.25030909860194e-19,18.9029826084139,0.0490229298624629
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,30,ogtt,2.419126394014,-0.0791749983533161,1.25030909860194e-19,18.9029826084139,0.0791749983533161
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,45,ogtt,2.37460245185202,-0.1236989405153,1.25030909860194e-19,18.9029826084139,0.1236989405153
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,60,ogtt,2.23992451680978,-0.258376875557531,1.25030909860194e-19,18.9029826084139,0.258376875557531
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,90,ogtt,1.99921373312037,-0.499087659246949,1.25030909860194e-19,18.9029826084139,0.499087659246949
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,120,ogtt,1.94207366023833,-0.556227732128986,1.25030909860194e-19,18.9029826084139,0.556227732128986
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,180,ogtt,1.97907695800692,-0.519224434360391,1.25030909860194e-19,18.9029826084139,0.519224434360391
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,240,ogtt,2.2149959692046,-0.283305423162717,1.25030909860194e-19,18.9029826084139,0.283305423162717
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,0,oltt,2.68496796499243,0,5.87848804998001e-17,16.2307343603161,0
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,30,oltt,2.72255581401008,0.0375878490176511,5.87848804998001e-17,16.2307343603161,0.0375878490176511
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,60,oltt,2.49623470523348,-0.188733259758955,5.87848804998001e-17,16.2307343603161,0.188733259758955
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,90,oltt,2.32557908017904,-0.359388884813395,5.87848804998001e-17,16.2307343603161,0.359388884813395
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,120,oltt,2.20100305792858,-0.483964907063855,5.87848804998001e-17,16.2307343603161,0.483964907063855
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,180,oltt,2.24223235101385,-0.442735613978579,5.87848804998001e-17,16.2307343603161,0.442735613978579
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,240,oltt,2.76804467876801,0.0830767137755735,5.87848804998001e-17,16.2307343603161,0.0830767137755735
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,0,sld,2.2149959692046,0,4.47181352911999e-11,10.3495163144603,0
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,60,sld,2.19883819177057,-0.0161577774340276,4.47181352911999e-11,10.3495163144603,0.0161577774340276
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,120,sld,1.86532639015654,-0.349669579048059,4.47181352911999e-11,10.3495163144603,0.349669579048059
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,180,sld,1.75262736295574,-0.462368606248862,4.47181352911999e-11,10.3495163144603,0.462368606248862
C2 (acetylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,240,sld,2.20620556851133,-0.00879040069326509,4.47181352911999e-11,10.3495163144603,0.00879040069326509
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,0,ogtt,-1.38322962223734,0,6.67364871876183e-10,9.17563665706367,0
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,15,ogtt,-1.29361598861956,0.0896136336177806,6.67364871876183e-10,9.17563665706367,0.0896136336177806
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,30,ogtt,-1.25835162813864,0.124877994098698,6.67364871876183e-10,9.17563665706367,0.124877994098698
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,45,ogtt,-1.29245737953562,0.0907722427017195,6.67364871876183e-10,9.17563665706367,0.0907722427017195
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,60,ogtt,-1.30730704509912,0.0759225771382148,6.67364871876183e-10,9.17563665706367,0.0759225771382148
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,90,ogtt,-1.32912421220773,0.054105410029603,6.67364871876183e-10,9.17563665706367,0.054105410029603
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,120,ogtt,-1.3426913854822,0.040538236755137,6.67364871876183e-10,9.17563665706367,0.040538236755137
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,180,ogtt,-1.5207614907831,-0.137531868545766,6.67364871876183e-10,9.17563665706367,0.137531868545766
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,240,ogtt,-1.67038282829307,-0.28715320605573,6.67364871876183e-10,9.17563665706367,0.28715320605573
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,0,oltt,-1.56216323910471,0,1.50379354477407e-08,7.82281178377094,0
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,30,oltt,-1.40631998847379,0.155843250630913,1.50379354477407e-08,7.82281178377094,0.155843250630913
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,60,oltt,-1.29957140917861,0.262591829926096,1.50379354477407e-08,7.82281178377094,0.262591829926096
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,90,oltt,-1.22924775790908,0.332915481195624,1.50379354477407e-08,7.82281178377094,0.332915481195624
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,120,oltt,-1.15108293442433,0.411080304680372,1.50379354477407e-08,7.82281178377094,0.411080304680372
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,180,oltt,-1.27099864754204,0.291164591562662,1.50379354477407e-08,7.82281178377094,0.291164591562662
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,240,oltt,-1.39394370750618,0.16821953159853,1.50379354477407e-08,7.82281178377094,0.16821953159853
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,0,sld,-1.67038282829307,0,1.06030017367741e-17,16.9745711674552,0
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,60,sld,-1.32920786786566,0.341174960427406,1.06030017367741e-17,16.9745711674552,0.341174960427406
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,120,sld,-1.09610021102775,0.574282617265315,1.06030017367741e-17,16.9745711674552,0.574282617265315
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,180,sld,-1.16491996818975,0.50546286010332,1.06030017367741e-17,16.9745711674552,0.50546286010332
C3 (propionylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,240,sld,-1.31708000646421,0.35330282182886,1.06030017367741e-17,16.9745711674552,0.35330282182886
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,0,ogtt,-4.303326101679,0,7.86148651006192e-07,6.10449532646982,0
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,15,ogtt,-4.3388916626811,-0.0355655610020982,7.86148651006192e-07,6.10449532646982,0.0355655610020982
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,30,ogtt,-4.42668762757866,-0.123361525899658,7.86148651006192e-07,6.10449532646982,0.123361525899658
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,45,ogtt,-4.52882314745954,-0.225497045780532,7.86148651006192e-07,6.10449532646982,0.225497045780532
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,60,ogtt,-4.5673712783869,-0.264045176707895,7.86148651006192e-07,6.10449532646982,0.264045176707895
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,90,ogtt,-4.70017238498074,-0.39684628330174,7.86148651006192e-07,6.10449532646982,0.39684628330174
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,120,ogtt,-4.71262968209511,-0.409303580416101,7.86148651006192e-07,6.10449532646982,0.409303580416101
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,180,ogtt,-4.67001597553823,-0.366689873859221,7.86148651006192e-07,6.10449532646982,0.366689873859221
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,240,ogtt,-4.48542687282694,-0.182100771147932,7.86148651006192e-07,6.10449532646982,0.182100771147932
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,0,oltt,-4.05264145920719,0,6.50884059426522e-12,11.1864963644819,0
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,30,oltt,-4.19829520241214,-0.145653743204956,6.50884059426522e-12,11.1864963644819,0.145653743204956
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,60,oltt,-4.33203141039532,-0.279389951188137,6.50884059426522e-12,11.1864963644819,0.279389951188137
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,90,oltt,-4.47513812647244,-0.422496667265254,6.50884059426522e-12,11.1864963644819,0.422496667265254
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,120,oltt,-4.55419634234636,-0.501554883139175,6.50884059426522e-12,11.1864963644819,0.501554883139175
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,180,oltt,-4.42859567060063,-0.375954211393442,6.50884059426522e-12,11.1864963644819,0.375954211393442
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,240,oltt,-4.15283394123289,-0.100192482025705,6.50884059426522e-12,11.1864963644819,0.100192482025705
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,0,sld,-4.48542687282694,0,8.20676343430518e-10,9.08582808523846,0
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,60,sld,-4.70362481379967,-0.218197940972737,8.20676343430518e-10,9.08582808523846,0.218197940972737
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,120,sld,-4.96245921167669,-0.477032338849755,8.20676343430518e-10,9.08582808523846,0.477032338849755
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,180,sld,-4.83590638134901,-0.350479508522074,8.20676343430518e-10,9.08582808523846,0.350479508522074
C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipid,Short Chain Acylcarnitines,TRUE,240,sld,-4.54922663768174,-0.0637997648548003,8.20676343430518e-10,9.08582808523846,0.0637997648548003
C8 (octanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,0,ogtt,-2.91662273565137,0,2.69924950585552e-08,7.56875696946053,0
C8 (octanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,15,ogtt,-2.94214812871067,-0.0255253930592954,2.69924950585552e-08,7.56875696946053,0.0255253930592954
C8 (octanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,30,ogtt,-3.15066964966847,-0.234046914017096,2.69924950585552e-08,7.56875696946053,0.234046914017096
C8 (octanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,45,ogtt,-3.30766717523666,-0.391044439585293,2.69924950585552e-08,7.56875696946053,0.391044439585293
C8 (octanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,60,ogtt,-3.34819360852113,-0.431570872869757,2.69924950585552e-08,7.56875696946053,0.431570872869757
C8 (octanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,90,ogtt,-3.44862483575945,-0.53200210010808,2.69924950585552e-08,7.56875696946053,0.53200210010808
C8 (octanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,120,ogtt,-3.46845485717366,-0.551832121522292,2.69924950585552e-08,7.56875696946053,0.551832121522292
C8 (octanoylcarnitine),Biocrates p150 [t-ms],Lipid,Long Chain Acylcarnitines,TRUE,180,ogtt,-3.31476110899542,-0.398138373344049,2.69924950585552e-08,7.56875696946053,0.398138373344049
